Demo_Task,Fiscal_Period,Employee_ID,Business_Unit,Department,Role,Entity,Cost_Center,Cost_Center_Name,Salary_AUD,Overtime_AUD,Benefits_AUD,Contractor_Cost_AUD,Total_Workforce_Cost_AUD,Hours_Worked,Utilisation_Percent,Output_Metric,Output_Volume,Revenue_or_Value_Supported_AUD,Labour_Cost_Per_Output,Performance_Rating,Risk_Flag,Recommended_Action,Linked_GL_Txn_ID,Source_File_Target
IBM BOB 2 - Workforce,2026-03,EMP1221,Finance,Finance,Operations Planner,PNG01,MKT,Marketing & Sales,5040.76,1708.65,764.72,12683.96,20198.09,121.6,61.5,close_tasks,258,722752.42,78.29,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005948,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3870,Commercial,Commercial,Finance Analyst,FJI01,WA,Western Australia Operations,17282.39,0,648.26,0,17930.65,157.8,67.1,revenue_cases,157,736231.86,114.21,Low,Contractor dependency,Review allocation / approve exception,TXN005949,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7558,Sales,Sales,Inventory Coordinator,AUS01,IT,Information Technology,12641.6,0,2172.9,8576.61,23391.11,125.8,74.7,deals_supported,102,444131.46,229.32,High,None,No action,TXN005950,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9328,Operations,Operations,FP&A Manager,NZL01,FIN,Finance & Accounting,14461.29,462.56,2455.6,14162.93,31542.38,150.3,74.8,flights_supported,64,450831.71,492.85,Medium,Contractor dependency,Review allocation / approve exception,TXN005951,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6711,IT,IT,Procurement Specialist,PNG01,SA,South Australia Operations,10826.05,2316.6,2476.65,0,15619.3,164.0,86.3,tickets_resolved,258,759121.38,60.54,Low,High overtime,Review allocation / approve exception,TXN005952,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6257,Sales,Sales,Revenue Analyst,NZL01,OPS,Operations & Logistics,19233.55,0,2625.78,0,21859.33,165.5,63.2,deals_supported,147,276985.76,148.7,Low,High overtime,Review allocation / approve exception,TXN005953,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1350,Customer Care,Customer Care,Revenue Analyst,FJI01,NT,Northern Territory Operations,12953.99,620.28,2008.23,0,15582.5,142.8,66.1,cases_resolved,94,43560.61,165.77,High,Low utilisation high cost,Review allocation / approve exception,TXN005954,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4912,Customer Care,Customer Care,Procurement Specialist,NZL01,R&D,Research & Development,18849.35,2093.13,2302.04,0,23244.52,147.5,95.0,cases_resolved,98,200332.25,237.19,High,None,No action,TXN005955,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7048,Customer Care,Customer Care,Sales Manager,NZL01,MKT,Marketing & Sales,9745.22,0,1424.95,0,11170.17,140.5,91.3,cases_resolved,246,318472.01,45.41,Medium,Contractor dependency,Review allocation / approve exception,TXN005956,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8647,Sales,Sales,Finance Analyst,NZL01,VIC,Victoria Operations,8740.34,1225.46,1849.7,0,11815.5,178.6,67.9,deals_supported,286,749768.09,41.31,Low,Low utilisation high cost,Review allocation / approve exception,TXN005957,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1969,Commercial,Commercial,Data Engineer,PNG01,SA,South Australia Operations,5921.06,2066.63,2686.89,0,10674.58,134.4,59.5,revenue_cases,160,213266.57,66.72,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005958,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9376,FP&A,FP&A,Sales Manager,FJI01,NSW,New South Wales Operations,15317.09,0,624.36,0,15941.45,171.5,80.9,forecast_models,289,771222.2,55.16,High,Low utilisation high cost,Review allocation / approve exception,TXN005959,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5552,FP&A,FP&A,Finance Analyst,NZL01,HR,Human Resources,13690.73,829.65,1657.67,0,16178.05,161.1,88.9,forecast_models,224,478776.84,72.22,High,None,No action,TXN005960,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8395,FP&A,FP&A,Operations Planner,PNG01,NSW,New South Wales Operations,15870.77,1733.6,1878.09,0,19482.46,149.6,74.3,forecast_models,268,268916.27,72.7,Low,High overtime,Review allocation / approve exception,TXN005961,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9913,Customer Care,Customer Care,Inventory Coordinator,FJI01,FIN,Finance & Accounting,18566.55,2311.46,1359.69,7469.02,29706.72,174.5,76.4,cases_resolved,95,182835.04,312.7,Low,High overtime,Review allocation / approve exception,TXN005962,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7916,Finance,Finance,Operations Planner,AUS01,QLD,Queensland Operations,5848.16,778.17,2993.49,0,9619.82,120.7,80.4,close_tasks,73,269771.3,131.78,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005963,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3094,FP&A,FP&A,Inventory Coordinator,NZL01,CORP,Corporate Head Office,19696.49,2417.57,2595.3,14246.76,38956.12,153.9,57.1,forecast_models,187,564606.46,208.32,Low,None,No action,TXN005964,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8431,Procurement,Procurement,Customer Service Lead,FJI01,CORP,Corporate Head Office,6929.64,2117.14,1555.58,678.68,11281.04,143.7,75.2,pos_processed,159,743854.36,70.95,Low,Contractor dependency,Review allocation / approve exception,TXN005965,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5165,Procurement,Procurement,Customer Service Lead,NZL01,OPS,Operations & Logistics,9479.41,1485.36,627.97,0,11592.74,170.9,55.6,pos_processed,252,537592.34,46.0,Medium,None,No action,TXN005966,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1524,IT,IT,Revenue Analyst,FJI01,MKT,Marketing & Sales,9326.57,1564.64,2313.6,3892.11,17096.92,179.7,83.4,tickets_resolved,204,218110.92,83.81,Medium,Contractor dependency,Review allocation / approve exception,TXN005967,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3688,Operations,Operations,Revenue Analyst,NZL01,WA,Western Australia Operations,12432.55,1274.04,2500.88,2365.58,18573.05,150.4,94.5,flights_supported,216,529978.55,85.99,Medium,Contractor dependency,Review allocation / approve exception,TXN005968,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3480,Operations,Operations,Revenue Analyst,NZL01,HR,Human Resources,19671.98,1988.05,1726.66,0,23386.69,124.1,78.7,flights_supported,114,691030.98,205.15,Low,Low utilisation high cost,Review allocation / approve exception,TXN005969,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4555,Commercial,Commercial,Data Engineer,NZL01,QLD,Queensland Operations,18212.38,1891.73,1769.8,1826.19,23700.1,157.0,83.1,revenue_cases,47,228815.44,504.26,High,Contractor dependency,Review allocation / approve exception,TXN005970,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8263,Sales,Sales,Procurement Specialist,NZL01,NSW,New South Wales Operations,15693.72,1996.03,500.12,0,18189.87,133.6,62.8,deals_supported,222,121157.8,81.94,High,High overtime,Review allocation / approve exception,TXN005971,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2973,Finance,Finance,Controller,FJI01,IT,Information Technology,13234.98,859.32,2007.1,0,16101.4,170.5,97.9,close_tasks,290,534316.77,55.52,Low,High overtime,Review allocation / approve exception,TXN005972,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5821,Operations,Operations,Sales Manager,PNG01,MKT,Marketing & Sales,14949.46,0,1763.95,0,16713.41,142.5,65.1,flights_supported,84,393053.22,198.97,High,Contractor dependency,Review allocation / approve exception,TXN005973,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2996,IT,IT,Revenue Analyst,NZL01,OPS,Operations & Logistics,13152.4,0,1913.45,8741.08,23806.93,129.8,73.3,tickets_resolved,204,69628.4,116.7,High,Contractor dependency,Review allocation / approve exception,TXN005974,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7568,Customer Care,Customer Care,FP&A Manager,PNG01,VIC,Victoria Operations,18827.05,0,1402.39,11029.96,31259.4,182.9,77.0,cases_resolved,269,390377.58,116.21,Low,None,No action,TXN005975,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6855,Sales,Sales,FP&A Manager,FJI01,R&D,Research & Development,14921.98,1610.7,2111.9,3794.68,22439.26,158.5,77.4,deals_supported,157,276518.04,142.93,Medium,High overtime,Review allocation / approve exception,TXN005976,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7016,Procurement,Procurement,Inventory Coordinator,PNG01,FIN,Finance & Accounting,8085.7,0,2545.41,3073.9,13705.01,132.4,74.3,pos_processed,198,24547.26,69.22,High,Contractor dependency,Review allocation / approve exception,TXN005977,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6614,Customer Care,Customer Care,Data Engineer,AUS01,IT,Information Technology,14372.77,0,1927.05,817.25,17117.07,174.4,96.0,cases_resolved,181,272238.8,94.57,High,Low utilisation high cost,Review allocation / approve exception,TXN005978,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5361,Operations,Operations,Procurement Specialist,NZL01,VIC,Victoria Operations,7696.83,282.51,1609.12,0,9588.46,142.5,86.4,flights_supported,80,134485.94,119.86,Low,Contractor dependency,Review allocation / approve exception,TXN005979,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2085,FP&A,FP&A,Revenue Analyst,NZL01,R&D,Research & Development,5956.59,0,1075.64,0,7032.23,133.5,89.3,forecast_models,298,336404.4,23.6,Medium,Contractor dependency,Review allocation / approve exception,TXN005980,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8843,FP&A,FP&A,Sales Manager,PNG01,TAS,Tasmania Operations,8541.5,1584.82,2833.8,0,12960.12,128.6,86.5,forecast_models,177,175135.5,73.22,Low,High overtime,Review allocation / approve exception,TXN005981,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7654,Operations,Operations,Inventory Coordinator,NZL01,WA,Western Australia Operations,13595.34,0,563.22,0,14158.56,137.1,65.6,flights_supported,222,115900.45,63.78,High,Low utilisation high cost,Review allocation / approve exception,TXN005982,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6096,Procurement,Procurement,Revenue Analyst,AUS01,NSW,New South Wales Operations,19632.26,1844.9,1628.96,0,23106.12,160.5,64.6,pos_processed,144,746600.32,160.46,Medium,None,No action,TXN005983,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9312,Customer Care,Customer Care,Customer Service Lead,AUS01,NSW,New South Wales Operations,12293.99,0,1852.35,0,14146.34,164.8,67.3,cases_resolved,286,605831.36,49.46,Low,None,No action,TXN005984,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1162,Operations,Operations,FP&A Manager,FJI01,NSW,New South Wales Operations,6693.32,549.57,911.73,0,8154.62,166.5,60.2,flights_supported,181,477445.71,45.05,Low,Contractor dependency,Review allocation / approve exception,TXN005985,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2191,Finance,Finance,Controller,NZL01,CORP,Corporate Head Office,15682.37,241.31,2977.81,714.5,19615.99,149.5,79.2,close_tasks,185,51518.03,106.03,Medium,Contractor dependency,Review allocation / approve exception,TXN005986,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP7102,Finance,Finance,Operations Planner,PNG01,TAS,Tasmania Operations,9399.63,0,2658.6,0,12058.23,143.6,66.8,close_tasks,266,514308.33,45.33,Medium,None,No action,TXN005987,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3398,Customer Care,Customer Care,Data Engineer,PNG01,VIC,Victoria Operations,18155.03,0,1948.75,13124.91,33228.69,121.6,90.8,cases_resolved,46,604223.56,722.36,High,None,No action,TXN005988,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1132,Sales,Sales,Data Engineer,FJI01,R&D,Research & Development,8973.26,1039.7,1756.87,2531.1,14300.93,150.4,91.4,deals_supported,189,444638.73,75.67,Medium,Contractor dependency,Review allocation / approve exception,TXN005989,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4426,Finance,Finance,Procurement Specialist,AUS01,FIN,Finance & Accounting,8301.09,0,1863.42,0,10164.51,121.6,84.5,close_tasks,175,555591.17,58.08,High,Low utilisation high cost,Review allocation / approve exception,TXN005990,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6270,Operations,Operations,Operations Planner,NZL01,MKT,Marketing & Sales,15744.54,297.42,1440.71,13960.59,31443.26,167.6,58.1,flights_supported,202,83898.89,155.66,Low,None,No action,TXN005991,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4528,IT,IT,Controller,PNG01,SA,South Australia Operations,15343.43,1922.64,2396.58,1719.27,21381.92,157.7,74.6,tickets_resolved,200,525563.2,106.91,Medium,High overtime,Review allocation / approve exception,TXN005992,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2896,Operations,Operations,Sales Manager,FJI01,FIN,Finance & Accounting,12726.93,799.3,2837.0,0,16363.23,172.9,91.4,flights_supported,264,566002.9,61.98,Medium,Contractor dependency,Review allocation / approve exception,TXN005993,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3276,Finance,Finance,Sales Manager,AUS01,OPS,Operations & Logistics,5147.57,0,817.24,540.59,6505.4,175.3,61.0,close_tasks,84,311859.18,77.45,Medium,Low utilisation high cost,Review allocation / approve exception,TXN005994,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3100,Procurement,Procurement,Operations Planner,AUS01,HR,Human Resources,16978.08,0,2996.13,0,19974.21,180.2,71.8,pos_processed,51,229398.6,391.65,High,High overtime,Review allocation / approve exception,TXN005995,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6069,IT,IT,Operations Planner,PNG01,TAS,Tasmania Operations,8354.64,639.78,2154.79,0,11149.21,152.0,96.8,tickets_resolved,286,268541.91,38.98,Medium,None,No action,TXN005996,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8262,Sales,Sales,Inventory Coordinator,AUS01,NSW,New South Wales Operations,17012.61,465.35,2323.64,0,19801.6,156.8,59.2,deals_supported,189,771368.04,104.77,Medium,Contractor dependency,Review allocation / approve exception,TXN005997,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1252,Operations,Operations,Revenue Analyst,NZL01,HR,Human Resources,18947.06,0,2001.3,7257.79,28206.15,163.9,96.5,flights_supported,254,171636.65,111.05,High,High overtime,Review allocation / approve exception,TXN005998,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8237,Finance,Finance,Controller,FJI01,FIN,Finance & Accounting,14332.15,0,1461.05,13964.06,29757.26,181.3,96.7,close_tasks,108,667665.86,275.53,High,High overtime,Review allocation / approve exception,TXN005999,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5317,IT,IT,Procurement Specialist,AUS01,CORP,Corporate Head Office,11351.02,871.75,1455.66,0,13678.43,124.9,82.1,tickets_resolved,203,89964.47,67.38,Medium,High overtime,Review allocation / approve exception,TXN006000,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1689,Operations,Operations,Operations Planner,FJI01,NT,Northern Territory Operations,7744.05,96.22,2645.42,0,10485.69,183.2,73.9,flights_supported,156,212057.65,67.22,Low,None,No action,TXN006001,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1674,Sales,Sales,Finance Analyst,NZL01,CORP,Corporate Head Office,13816.19,0,2755.88,0,16572.07,151.6,65.9,deals_supported,142,545580.51,116.7,Medium,High overtime,Review allocation / approve exception,TXN006002,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP4696,Sales,Sales,Sales Manager,AUS01,ACT,Australian Capital Territory,10848.53,1791.84,826.66,7071.26,20538.29,173.2,65.4,deals_supported,273,642852.84,75.23,Low,None,No action,TXN006003,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1275,Finance,Finance,Inventory Coordinator,AUS01,R&D,Research & Development,5614.88,0,2302.67,0,7917.55,152.1,85.9,close_tasks,250,115675.34,31.67,Low,High overtime,Review allocation / approve exception,TXN006004,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1616,Procurement,Procurement,Finance Analyst,NZL01,R&D,Research & Development,14271.21,0,1687.86,1818.55,17777.62,142.9,63.7,pos_processed,165,134944.15,107.74,Medium,None,No action,TXN006005,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP8570,Customer Care,Customer Care,Inventory Coordinator,PNG01,CORP,Corporate Head Office,13646.98,0,710.25,13318.69,27675.92,164.1,90.6,cases_resolved,269,340203.37,102.88,Medium,High overtime,Review allocation / approve exception,TXN006006,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3905,Commercial,Commercial,Controller,AUS01,HR,Human Resources,11126.67,2356.95,876.92,4357.59,18718.13,136.5,64.3,revenue_cases,162,596862.47,115.54,High,Low utilisation high cost,Review allocation / approve exception,TXN006007,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9716,Finance,Finance,Controller,PNG01,NT,Northern Territory Operations,6448.49,0,2173.54,13549.3,22171.33,154.2,83.5,close_tasks,189,240970.06,117.31,Medium,Contractor dependency,Review allocation / approve exception,TXN006008,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP5346,Customer Care,Customer Care,Finance Analyst,NZL01,HR,Human Resources,5926.1,2482.07,2296.18,0,10704.35,176.4,77.7,cases_resolved,44,696463.26,243.28,Medium,Low utilisation high cost,Review allocation / approve exception,TXN006009,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP3716,FP&A,FP&A,Revenue Analyst,AUS01,FIN,Finance & Accounting,5945.77,0,2770.11,0,8715.88,163.1,73.5,forecast_models,258,226311.72,33.78,High,Contractor dependency,Review allocation / approve exception,TXN006010,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9253,Procurement,Procurement,Data Engineer,NZL01,IT,Information Technology,6677.6,0,845.87,0,7523.47,143.4,90.8,pos_processed,121,602739.0,62.18,Low,None,No action,TXN006011,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP1235,Sales,Sales,Inventory Coordinator,FJI01,FIN,Finance & Accounting,14841.4,1711.09,2290.94,8053.28,26896.71,128.4,83.4,deals_supported,236,394833.64,113.97,Medium,Contractor dependency,Review allocation / approve exception,TXN006012,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6437,IT,IT,Data Engineer,NZL01,VIC,Victoria Operations,13733.9,2441.44,947.63,0,17122.97,142.4,75.2,tickets_resolved,286,645299.11,59.87,High,Low utilisation high cost,Review allocation / approve exception,TXN006013,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP9011,Finance,Finance,Controller,AUS01,MKT,Marketing & Sales,8901.77,1850.4,731.13,5540.75,17024.05,152.6,80.8,close_tasks,223,237016.46,76.34,Medium,Low utilisation high cost,Review allocation / approve exception,TXN006014,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP6932,Procurement,Procurement,Data Engineer,NZL01,SA,South Australia Operations,15997.51,2073.96,2762.9,0,20834.37,175.3,76.9,pos_processed,153,720638.13,136.17,High,None,No action,TXN006015,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
IBM BOB 2 - Workforce,2026-03,EMP2833,Procurement,Procurement,Customer Service Lead,PNG01,R&D,Research & Development,8261.76,2051.69,2383.44,0,12696.89,150.3,75.0,pos_processed,195,52344.97,65.11,High,Low utilisation high cost,Review allocation / approve exception,TXN006016,IBMBOB_Workforce_Cost_Output_Mar2026.csv + Raw_GL_Export_With_CostCenters_Mar2026_IBMBOB_Enhanced.csv
